result_id,player_id,avg_speed,distance_high_speed_running,distance_high_speed_sprinting,distance_jogging,distance_low_speed_sprinting,distance_walking,speed_runs,sprints,top_speed,total_distance,receptions_under_indirect_pressure,receptions_under_direct_pressure,received_offers_to_receive,linebreaks_attempted_all_lines,offers_to_receive_in_between,distributions_completed_under_pressure,offers_to_receive_in_behind,goalkeeper_defensive_actions_outside_penalty_area,linebreaks_attempted,linebreaks_attempted_attacking_line,linebreaks_attempted_attacking_line_completed,linebreaks_attempted_midfield_line_completed,linebreaks_attempted_defensive_line_completed,linebreaks_attempted_under_pressure,offers_to_receive_inside,offers_to_receive_outside,receptions_between_midfield_and_defensive_line,offers_to_receive_in_front,distributions_under_pressure,linebreaks_attempted_midfield_line,receptions_under_pressure,goalkeeper_goal_preventions,goalkeeper_defensive_actions_inside_penalty_area,receptions_under_no_pressure,linebreaks_attempted_completed,linebreaks_attempted_defensive_line,offers_to_receive_total,linebreaks_completed_under_pressure,linebreaks_completed_all_lines,linebreaks_completed_midfield_and_defensive_line,linebreaks_attempted_midfield_and_defensive_line,linebreaks_attempted_attacking_and_midfield_line,attempted_switches_of_play,completed_switches_of_play,direct_defensive_pressures_applied,defensive_pressures_applied,completed_ball_progressions,linebreaks_completed_attacking_and_midfield_line,attempted_ball_progressions,take_ons_completed,crosses_completed,crosses,passes_completed,yellow_cards,red_cards,direct_free_kicks,indirect_free_kicks,free_kicks,attempt_at_goal_inside_the_penalty_area,goals_outside_the_penalty_area,headed_attempt_at_goal,own_goals,attempt_at_goal_on_target,attempt_at_goal,assists,goals_conceded_from_attempt_at_goal_against,attempt_at_goal_outside_the_penalty_area,passes,goals,fouls_against,attempt_at_goal_outside_the_penalty_area_on_target,attempt_at_goal_off_target,goals_from_direct_free_kicks,substitutions_out,substitutions_in,time_played,penalties_scored,penalties,throw_ins,corners,goal_kicks,goals_inside_the_penalty_area,attempt_at_goal_inside_the_penalty_area_on_target,attempt_at_goal_from_free_kicks,fouls_for,offsides,attempt_at_goal_blocked,player_name,date
131872,467645,5.97,1991.664994,123.041082,4099.368732,370.12358000000006,3419.141612,163,28,29.87,10003.34,10,1,11,0,6,11,3,0,33,15,8,12,2,14,2,17,4,10,20,16,11,0,0,28,22,2,19,6,0,1,1,6,0,0,6,21,1,6,1,0,0,2,40,0,0,1,0,1,0,0,0,0,0,1,0,0,1,50,0,1,0,1,0,0,0,100,0,0,14,0,0,0,0,0,0,0,0,Tuva HANSEN,2023-07-20T19:00:00Z
131872,420302,2.58,312.48493800000006,0.0,1050.692786,74.339432,2884.97505,33,8,22.88,4322.06,0,0,1,0,0,0,0,0,20,15,5,3,0,0,1,3,0,4,0,5,0,11,16,15,8,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,15,0,0,1,2,3,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,100,0,0,0,0,11,0,0,0,0,0,0,Aurora MIKALSEN,2023-07-20T19:00:00Z
131872,420305,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karina SAEVIK,2023-07-20T19:00:00Z
131872,357301,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amalie EIKELAND,2023-07-20T19:00:00Z
131872,420304,6.44,606.24174,58.287060000000004,1233.0388200000002,61.94760000000001,856.28478,44,5,26.43,2815.8,5,0,3,0,3,3,0,0,6,1,0,1,0,4,7,2,2,6,6,5,5,0,0,6,1,0,9,1,0,0,0,0,0,0,4,12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,26,0,0,1,0,0,0,0,0,0,0,0,Vilde BOE RISA,2023-07-20T19:00:00Z
131872,467657,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guro BERGSVAND,2023-07-20T19:00:00Z
131872,467664,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anna JOSENDAL,2023-07-20T19:00:00Z
131872,338971,5.59,1810.4986279999998,270.54503800000003,2600.602476,500.83597,4178.001746,143,39,32.51,9361.42,24,5,6,0,13,20,15,0,8,0,0,7,0,8,5,23,10,0,29,8,29,0,0,3,7,0,28,7,0,0,0,0,1,1,7,15,5,0,7,2,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,100,0,0,6,1,0,0,0,0,0,0,0,Caroline GRAHAM HANSEN,2023-07-20T19:00:00Z
131872,357263,7.52,319.020825,0.0,388.351335,61.493148000000005,235.824213,22,3,21.98,1004.79,0,0,1,0,0,1,1,0,3,2,2,1,0,1,0,3,0,2,1,1,0,0,0,4,3,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,8,0,0,2,0,0,0,0,0,0,0,0,Anja SONSTEVOLD,2023-07-20T19:00:00Z
131872,467658,7.21,1708.91454,131.19619500000002,2874.8786729999997,372.05895300000003,1640.961639,139,31,26.76,6728.01,16,1,11,0,18,7,3,0,5,1,0,1,0,4,7,17,12,3,16,4,17,0,0,14,1,0,24,1,0,0,0,1,0,0,4,17,0,1,0,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,0,1,0,56,0,0,0,0,0,0,0,0,1,1,0,Julie BLAKSTAD,2023-07-20T19:00:00Z
131872,420291,7.1,4068.0513610000003,184.316855,3701.7959329999994,593.381359,3343.864492,254,46,27.97,11891.41,33,2,12,1,24,20,2,0,24,7,3,9,0,18,29,12,4,15,34,16,35,0,0,12,12,1,41,10,0,0,1,2,0,0,13,35,1,2,1,1,0,0,25,0,0,0,0,0,1,0,1,0,1,1,0,0,0,41,0,2,0,0,0,0,0,100,0,0,0,0,0,0,1,0,1,0,0,Ingrid SYRSTAD ENGEN,2023-07-20T19:00:00Z
131872,295585,5.54,1649.667516,187.420044,3252.943932,368.345334,3819.8431739999996,149,32,28.97,9278.22,6,1,3,0,0,4,0,0,14,7,3,3,0,2,2,2,1,4,8,7,7,0,0,22,6,0,4,0,0,0,0,5,0,0,3,10,0,5,1,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,Maren MJELDE,2023-07-20T19:00:00Z
131872,420300,6.5,2265.12153,45.02904,2557.81029,355.40777999999995,2817.53136,156,29,28.85,8040.9,13,2,7,1,16,8,1,0,7,2,2,4,1,2,10,9,9,2,14,4,15,0,0,7,7,1,19,2,1,1,1,1,1,1,5,23,0,1,0,0,1,1,12,0,0,0,0,0,2,0,0,0,0,2,0,0,0,17,0,0,0,2,0,1,0,74,0,0,0,0,0,0,0,0,0,0,0,Frida MAANUM,2023-07-20T19:00:00Z
131872,355896,5.37,970.4244940000001,46.68495,2595.6832200000003,262.058186,2349.1866840000002,89,16,26.51,6224.66,7,0,5,0,1,10,0,0,17,3,1,6,0,6,4,6,0,9,15,13,7,0,0,28,7,1,10,3,0,0,1,3,0,0,1,3,1,3,1,0,0,0,29,0,0,6,0,6,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,1,0,70,0,0,0,0,0,0,0,0,3,0,0,Rebekah STOTT,2023-07-20T19:00:00Z
131872,358189,6.05,2289.4569460000002,210.617888,3246.350716,345.291826,4034.1426240000005,172,35,28.25,10125.86,17,3,11,1,9,12,0,0,29,7,3,10,1,15,6,16,5,13,28,20,20,0,0,25,14,2,22,4,0,0,1,4,0,0,10,16,0,4,1,0,1,3,28,0,0,2,0,2,1,0,0,0,0,1,0,0,0,48,0,2,0,1,0,0,0,100,0,0,16,0,0,0,0,0,2,0,0,C.J. BOTT,2023-07-20T19:00:00Z
131872,301468,2.65,180.91209600000002,0.0,1164.3999119999999,5.764355999999999,3083.043636,28,1,20.94,4434.12,0,0,5,0,0,1,0,0,10,5,2,2,0,1,6,4,0,10,1,5,0,11,19,14,4,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,1,1,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,100,0,0,0,0,10,0,0,0,0,0,0,Victoria ESSON,2023-07-20T19:00:00Z
131872,323189,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olivia CHANCE,2023-07-20T19:00:00Z
131872,298792,6.96,3260.985939,144.569988,4114.415223,861.590493,3277.3083570000003,268,60,28.49,11658.87,12,4,9,3,23,17,6,0,19,3,1,8,3,16,14,17,13,2,30,11,16,0,0,26,12,5,31,9,1,1,3,3,0,0,9,30,4,3,5,0,0,2,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,Betsy HASSETT,2023-07-20T19:00:00Z
131872,252503,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annalie LONGO,2023-07-20T19:00:00Z
131872,301483,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Erin NAYLER,2023-07-20T19:00:00Z
131872,301461,5.54,2128.9558760000004,157.76918000000003,2591.126768,412.05597600000004,3990.6322000000005,169,31,26.51,9280.54,6,0,7,0,3,8,2,0,18,10,7,5,0,4,7,8,1,10,13,8,6,0,0,28,12,0,15,2,0,0,0,1,0,0,0,1,2,1,2,0,0,0,32,0,0,4,0,4,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,100,0,0,0,0,1,0,0,0,0,0,0,Katie BOWEN,2023-07-20T19:00:00Z
131872,252519,6.43,2341.053301,237.01414000000005,3590.764221,551.5965440000001,4052.9417940000003,183,40,27.15,10773.37,12,3,4,1,3,12,9,0,14,2,1,8,1,12,9,7,8,4,16,10,15,0,0,12,10,2,16,10,1,1,1,1,0,0,8,16,0,1,0,0,1,9,18,0,0,0,0,0,1,0,0,0,0,2,0,0,1,22,0,1,0,2,0,0,0,100,0,1,0,8,0,0,0,0,2,0,0,Ria PERCIVAL,2023-07-20T19:00:00Z
131872,358194,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daisy CLEVERLEY,2023-07-20T19:00:00Z
131872,395309,6.61,2218.9730790000003,252.886236,3976.739703,759.6951270000001,3156.932274,196,59,30.11,10364.19,19,7,11,0,18,11,12,0,5,0,0,0,1,4,21,14,30,5,20,2,26,0,0,12,1,3,35,0,0,0,1,0,0,0,3,23,2,0,2,1,1,1,13,0,0,0,0,0,0,0,0,0,0,1,1,0,1,23,0,0,0,1,0,1,0,94,0,0,1,0,0,0,0,0,1,0,0,Jacqui HAND,2023-07-20T19:00:00Z
131872,430531,6.08,2395.704864,150.750136,3578.278566,495.03085200000004,3566.0555819999995,193,34,29.98,10185.82,16,3,8,2,20,8,9,0,13,3,3,5,3,7,15,18,14,4,19,7,19,0,0,8,11,3,33,5,2,2,2,3,0,0,16,36,6,3,8,1,0,3,11,0,0,0,0,0,0,0,0,0,1,1,0,0,1,12,0,1,1,0,0,0,0,100,0,0,1,0,0,0,0,0,4,0,0,Indiah-Paige RILEY,2023-07-20T19:00:00Z
131872,397010,6.45,2262.5099149999996,169.55324900000002,4010.960298,458.98172500000004,3897.5648130000004,183,32,28.73,10799.57,19,0,14,0,15,21,2,0,13,3,3,4,1,13,29,12,11,24,32,9,19,0,0,22,8,1,41,8,0,0,0,1,0,0,10,16,2,1,2,0,0,1,26,0,0,0,0,0,1,0,0,0,0,2,0,0,1,34,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,Malia STEINMETZ,2023-07-20T19:00:00Z
131872,377244,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth ANTON,2023-07-20T19:00:00Z
131872,377262,6.38,351.216243,153.431817,392.591115,119.422926,550.411176,31,15,29.71,1567.23,3,2,3,0,0,4,5,0,1,0,0,0,0,1,1,4,5,0,5,0,5,0,0,2,0,1,5,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,1,0,Paige SATCHELL,2023-07-20T19:00:00Z
131872,396991,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anna LEAT,2023-07-20T19:00:00Z
131872,321169,6.14,1387.5007,439.96066499999995,3075.33383,375.85462,3503.0001850000003,135,42,30.86,8781.65,26,4,17,0,21,12,23,0,0,0,0,0,0,0,31,13,23,0,24,0,30,0,0,2,0,0,44,0,0,0,0,0,1,1,3,12,1,0,2,0,0,2,12,0,0,0,0,0,4,0,0,0,1,4,0,0,0,16,1,0,0,3,0,1,0,86,0,0,0,0,0,1,1,0,1,1,0,Hannah WILKINSON,2023-07-20T19:00:00Z
131872,252502,5.99,2172.333564,220.84722000000002,3625.909812,507.948606,3511.4707979999994,165,41,28.77,10038.51,6,0,9,1,7,9,1,0,17,5,3,6,0,3,1,19,3,12,14,11,6,0,0,21,9,1,20,1,0,0,1,3,0,0,9,21,2,3,2,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,100,0,0,14,0,0,0,0,0,0,0,0,Ali RILEY,2023-07-20T19:00:00Z
131872,397001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grace JALE,2023-07-20T19:00:00Z
131872,397012,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michaela FOSTER,2023-07-20T19:00:00Z
131872,396994,5.44,525.2737500000001,0.0,1052.788668,77.320296,1145.79714,46,8,22.69,2801.46,0,0,1,0,0,0,0,0,5,3,0,1,0,1,1,2,0,3,1,2,0,0,0,1,1,0,3,0,0,0,0,1,0,0,1,4,0,1,0,0,0,0,1,0,0,2,1,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0,Claudia BUNGE,2023-07-20T19:00:00Z
131872,443579,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milly CLEGG,2023-07-20T19:00:00Z
131872,412900,8.9,301.32119600000004,0.0,397.356036,93.562656,158.600112,26,8,22.63,950.84,1,1,1,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,Gabi RENNIE,2023-07-20T19:00:00Z
131873,252708,6.58,1843.648672,216.324343,4319.964518,559.8343550000001,3930.7981119999995,181,52,30.46,10870.57,9,4,17,0,40,8,52,0,3,0,0,2,0,2,71,23,23,2,15,2,13,0,0,27,2,1,94,1,0,0,0,0,0,0,1,31,0,0,0,0,0,2,27,0,0,0,0,0,4,0,2,0,2,4,0,0,0,31,0,2,0,2,0,0,0,99,0,0,0,0,0,0,2,0,0,0,0,Ana Maria CRNOGORCEVIC,2023-07-21T17:00:00Z
131873,237727,2.6,253.08640000000003,0.0,1062.53392,0.0,2973.9796800000004,33,0,27.74,4289.6,1,0,13,0,0,4,0,0,8,7,4,0,0,2,27,16,0,43,4,1,1,3,10,28,4,0,43,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,33,0,0,0,1,1,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,99,0,0,0,0,3,0,0,0,0,0,0,Gaelle THALMANN,2023-07-21T17:00:00Z
131873,252724,5.74,1419.856704,35.918994,2453.056002,229.59984399999996,2904.508456,124,22,26.32,7042.94,32,1,43,2,53,33,12,0,18,4,3,10,3,16,38,57,13,30,44,11,33,0,0,26,16,3,95,14,2,3,3,3,0,0,3,15,3,3,3,0,2,3,47,1,0,1,0,1,1,0,0,0,1,3,0,0,2,52,1,1,0,1,0,1,0,74,1,1,0,1,0,1,1,0,0,0,1,Ramona BACHMANN,2023-07-21T17:00:00Z
131873,357337,6.61,2263.04383,139.86944,4460.523859999999,499.37761,3563.3925299999996,207,47,29.09,10927.3,18,2,17,0,11,36,17,0,37,14,10,15,2,22,7,34,10,13,45,18,20,0,0,60,27,5,41,17,0,1,1,5,0,0,4,11,0,5,2,0,0,5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,1,0,0,0,0,0,99,0,0,9,0,0,0,0,0,0,0,0,Eseosa AIGBOGUN,2023-07-21T17:00:00Z
131873,466913,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Seraina FRIEDLI,2023-07-21T17:00:00Z
131873,392588,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viola CALLIGARIS,2023-07-21T17:00:00Z
131873,466903,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laura FELBER,2023-07-21T17:00:00Z
131873,466937,8.25,225.929182,38.374683999999995,197.18357,56.14598599999999,190.38657800000001,16,5,26.42,708.02,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,2,2,0,1,0,1,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,Nadine RIESEN,2023-07-21T17:00:00Z
131873,466927,7.66,148.959004,22.023846000000002,203.673516,69.899044,182.90459,13,4,26.61,627.46,1,0,3,0,1,0,5,0,0,0,0,0,0,0,5,1,3,0,0,0,1,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,Meriame TERCHOUN,2023-07-21T17:00:00Z
131873,466929,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Livia PENG,2023-07-21T17:00:00Z
131873,386553,7.04,463.92685,71.50042499999999,1060.47165,125.5387,638.3123750000001,45,13,26.68,2359.75,2,0,3,0,8,1,6,0,1,0,0,0,0,1,13,2,2,1,3,1,2,0,0,3,0,0,15,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,Sandrine MAURON,2023-07-21T17:00:00Z
131873,466928,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lara MARTI,2023-07-21T17:00:00Z
131873,412956,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marion REY,2023-07-21T17:00:00Z
