result_id,player_id,avg_speed,distance_high_speed_running,distance_high_speed_sprinting,distance_jogging,distance_low_speed_sprinting,distance_walking,speed_runs,sprints,top_speed,total_distance,receptions_under_indirect_pressure,receptions_under_direct_pressure,received_offers_to_receive,linebreaks_attempted_all_lines,offers_to_receive_in_between,distributions_completed_under_pressure,offers_to_receive_in_behind,goalkeeper_defensive_actions_outside_penalty_area,linebreaks_attempted,linebreaks_attempted_attacking_line,linebreaks_attempted_attacking_line_completed,linebreaks_attempted_midfield_line_completed,linebreaks_attempted_defensive_line_completed,linebreaks_attempted_under_pressure,offers_to_receive_inside,offers_to_receive_outside,receptions_between_midfield_and_defensive_line,offers_to_receive_in_front,distributions_under_pressure,linebreaks_attempted_midfield_line,receptions_under_pressure,goalkeeper_goal_preventions,goalkeeper_defensive_actions_inside_penalty_area,receptions_under_no_pressure,linebreaks_attempted_completed,linebreaks_attempted_defensive_line,offers_to_receive_total,linebreaks_completed_under_pressure,linebreaks_completed_all_lines,linebreaks_completed_midfield_and_defensive_line,linebreaks_attempted_midfield_and_defensive_line,linebreaks_attempted_attacking_and_midfield_line,attempted_switches_of_play,completed_switches_of_play,direct_defensive_pressures_applied,defensive_pressures_applied,completed_ball_progressions,linebreaks_completed_attacking_and_midfield_line,attempted_ball_progressions,take_ons_completed,crosses_completed,crosses,passes_completed,yellow_cards,red_cards,direct_free_kicks,indirect_free_kicks,free_kicks,attempt_at_goal_inside_the_penalty_area,goals_outside_the_penalty_area,headed_attempt_at_goal,own_goals,attempt_at_goal_on_target,attempt_at_goal,assists,goals_conceded_from_attempt_at_goal_against,attempt_at_goal_outside_the_penalty_area,passes,goals,fouls_against,attempt_at_goal_outside_the_penalty_area_on_target,attempt_at_goal_off_target,goals_from_direct_free_kicks,substitutions_out,substitutions_in,time_played,penalties_scored,penalties,throw_ins,corners,goal_kicks,goals_inside_the_penalty_area,attempt_at_goal_inside_the_penalty_area_on_target,attempt_at_goal_from_free_kicks,fouls_for,offsides,attempt_at_goal_blocked,player_name,team,date
131872,323189,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olivia CHANCE,NZL,2023-07-20T19:00:00Z
131872,328701,6.12,1017.857699,146.575139,1260.1831610000002,275.452351,1837.4078570000004,77,22,28.49,4537.93,8,0,8,1,13,4,1,0,10,2,1,2,2,8,1,19,5,6,11,5,8,0,0,11,5,3,20,4,1,1,2,2,0,0,2,5,1,2,1,0,1,5,5,1,0,0,0,0,0,0,0,0,0,2,0,0,2,10,0,2,0,1,0,0,1,44,0,0,0,0,0,0,0,0,2,0,1,Emilie HAAVI,NOR,2023-07-20T19:00:00Z
131872,338971,5.59,1810.4986279999998,270.54503800000003,2600.602476,500.83597,4178.001746,143,39,32.51,9361.42,24,5,6,0,13,20,15,0,8,0,0,7,0,8,5,23,10,0,29,8,29,0,0,3,7,0,28,7,0,0,0,0,1,1,7,15,5,0,7,2,0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,100,0,0,6,1,0,0,0,0,0,0,0,Caroline GRAHAM HANSEN,NOR,2023-07-20T19:00:00Z
131872,355896,5.37,970.4244940000001,46.68495,2595.6832200000003,262.058186,2349.1866840000002,89,16,26.51,6224.66,7,0,5,0,1,10,0,0,17,3,1,6,0,6,4,6,0,9,15,13,7,0,0,28,7,1,10,3,0,0,1,3,0,0,1,3,1,3,1,0,0,0,29,0,0,6,0,6,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,1,0,70,0,0,0,0,0,0,0,0,3,0,0,Rebekah STOTT,NZL,2023-07-20T19:00:00Z
131872,357263,7.52,319.020825,0.0,388.351335,61.493148000000005,235.824213,22,3,21.98,1004.79,0,0,1,0,0,1,1,0,3,2,2,1,0,1,0,3,0,2,1,1,0,0,0,4,3,0,3,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,8,0,0,2,0,0,0,0,0,0,0,0,Anja SONSTEVOLD,NOR,2023-07-20T19:00:00Z
131872,357273,6.15,2503.752537,90.633576,3506.9014349999998,372.83357400000006,3825.1488780000004,199,28,31.04,10299.27,17,6,11,2,46,12,15,0,14,2,0,3,2,8,40,25,15,4,18,8,23,0,0,10,5,4,65,4,0,1,3,2,1,1,6,17,1,2,1,0,1,3,15,0,0,1,0,1,1,0,0,0,0,1,0,0,0,22,0,2,0,1,0,0,0,100,0,0,0,1,0,0,0,0,0,0,0,Guro REITEN,NOR,2023-07-20T19:00:00Z
131872,357281,5.59,1875.6438,167.53504999999998,3292.6721000000002,360.34075,3662.3723500000006,170,38,28.13,9359.5,13,10,9,0,12,7,25,0,3,0,0,1,0,3,30,8,23,1,18,3,23,0,0,3,1,0,38,1,0,0,0,0,0,0,2,21,2,0,2,0,0,1,9,0,0,0,0,0,2,0,0,0,0,3,0,0,1,15,0,3,0,0,0,0,0,100,0,0,1,0,0,0,0,0,0,1,2,Ada HEGERBERG,NOR,2023-07-20T19:00:00Z
131872,357301,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amalie EIKELAND,NOR,2023-07-20T19:00:00Z
131872,358189,6.05,2289.4569460000002,210.617888,3246.350716,345.291826,4034.1426240000005,172,35,28.25,10125.86,17,3,11,1,9,12,0,0,29,7,3,10,1,15,6,16,5,13,28,20,20,0,0,25,14,2,22,4,0,0,1,4,0,0,10,16,0,4,1,0,1,3,28,0,0,2,0,2,1,0,0,0,0,1,0,0,0,48,0,2,0,1,0,0,0,100,0,0,16,0,0,0,0,0,2,0,0,C.J. BOTT,NZL,2023-07-20T19:00:00Z
131872,358194,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daisy CLEVERLEY,NZL,2023-07-20T19:00:00Z
131872,377244,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Elizabeth ANTON,NZL,2023-07-20T19:00:00Z
131872,377262,6.38,351.216243,153.431817,392.591115,119.422926,550.411176,31,15,29.71,1567.23,3,2,3,0,0,4,5,0,1,0,0,0,0,1,1,4,5,0,5,0,5,0,0,2,0,1,5,0,0,0,0,0,0,0,0,2,1,0,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,1,0,Paige SATCHELL,NZL,2023-07-20T19:00:00Z
131872,387154,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cecilie FISKERSTRAND,NOR,2023-07-20T19:00:00Z
131872,395309,6.61,2218.9730790000003,252.886236,3976.739703,759.6951270000001,3156.932274,196,59,30.11,10364.19,19,7,11,0,18,11,12,0,5,0,0,0,1,4,21,14,30,5,20,2,26,0,0,12,1,3,35,0,0,0,1,0,0,0,3,23,2,0,2,1,1,1,13,0,0,0,0,0,0,0,0,0,0,1,1,0,1,23,0,0,0,1,0,1,0,94,0,0,1,0,0,0,0,0,1,0,0,Jacqui HAND,NZL,2023-07-20T19:00:00Z
131872,396991,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anna LEAT,NZL,2023-07-20T19:00:00Z
131872,396994,5.44,525.2737500000001,0.0,1052.788668,77.320296,1145.79714,46,8,22.69,2801.46,0,0,1,0,0,0,0,0,5,3,0,1,0,1,1,2,0,3,1,2,0,0,0,1,1,0,3,0,0,0,0,1,0,0,1,4,0,1,0,0,0,0,1,0,0,2,1,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,0,0,Claudia BUNGE,NZL,2023-07-20T19:00:00Z
131872,397001,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Grace JALE,NZL,2023-07-20T19:00:00Z
131872,397010,6.45,2262.5099149999996,169.55324900000002,4010.960298,458.98172500000004,3897.5648130000004,183,32,28.73,10799.57,19,0,14,0,15,21,2,0,13,3,3,4,1,13,29,12,11,24,32,9,19,0,0,22,8,1,41,8,0,0,0,1,0,0,10,16,2,1,2,0,0,1,26,0,0,0,0,0,1,0,0,0,0,2,0,0,1,34,0,0,0,1,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,Malia STEINMETZ,NZL,2023-07-20T19:00:00Z
131872,397012,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Michaela FOSTER,NZL,2023-07-20T19:00:00Z
131872,412900,8.9,301.32119600000004,0.0,397.356036,93.562656,158.600112,26,8,22.63,950.84,1,1,1,0,1,1,1,0,0,0,0,0,0,0,2,0,1,0,1,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,Gabi RENNIE,NZL,2023-07-20T19:00:00Z
131872,420291,7.1,4068.0513610000003,184.316855,3701.7959329999994,593.381359,3343.864492,254,46,27.97,11891.41,33,2,12,1,24,20,2,0,24,7,3,9,0,18,29,12,4,15,34,16,35,0,0,12,12,1,41,10,0,0,1,2,0,0,13,35,1,2,1,1,0,0,25,0,0,0,0,0,1,0,1,0,1,1,0,0,0,41,0,2,0,0,0,0,0,100,0,0,0,0,0,0,1,0,1,0,0,Ingrid SYRSTAD ENGEN,NOR,2023-07-20T19:00:00Z
131872,420294,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sophie ROMAN HAUG,NOR,2023-07-20T19:00:00Z
131872,420300,6.5,2265.12153,45.02904,2557.81029,355.40777999999995,2817.53136,156,29,28.85,8040.9,13,2,7,1,16,8,1,0,7,2,2,4,1,2,10,9,9,2,14,4,15,0,0,7,7,1,19,2,1,1,1,1,1,1,5,23,0,1,0,0,1,1,12,0,0,0,0,0,2,0,0,0,0,2,0,0,0,17,0,0,0,2,0,1,0,74,0,0,0,0,0,0,0,0,0,0,0,Frida MAANUM,NOR,2023-07-20T19:00:00Z
131872,420302,2.58,312.48493800000006,0.0,1050.692786,74.339432,2884.97505,33,8,22.88,4322.06,0,0,1,0,0,0,0,0,20,15,5,3,0,0,1,3,0,4,0,5,0,11,16,15,8,0,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,15,0,0,1,2,3,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,100,0,0,0,0,11,0,0,0,0,0,0,Aurora MIKALSEN,NOR,2023-07-20T19:00:00Z
131872,420304,6.44,606.24174,58.287060000000004,1233.0388200000002,61.94760000000001,856.28478,44,5,26.43,2815.8,5,0,3,0,3,3,0,0,6,1,0,1,0,4,7,2,2,6,6,5,5,0,0,6,1,0,9,1,0,0,0,0,0,0,4,12,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,26,0,0,1,0,0,0,0,0,0,0,0,Vilde BOE RISA,NOR,2023-07-20T19:00:00Z
131872,420305,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Karina SAEVIK,NOR,2023-07-20T19:00:00Z
131872,430531,6.08,2395.704864,150.750136,3578.278566,495.03085200000004,3566.0555819999995,193,34,29.98,10185.82,16,3,8,2,20,8,9,0,13,3,3,5,3,7,15,18,14,4,19,7,19,0,0,8,11,3,33,5,2,2,2,3,0,0,16,36,6,3,8,1,0,3,11,0,0,0,0,0,0,0,0,0,1,1,0,0,1,12,0,1,1,0,0,0,0,100,0,0,1,0,0,0,0,0,4,0,0,Indiah-Paige RILEY,NZL,2023-07-20T19:00:00Z
131872,443579,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Milly CLEGG,NZL,2023-07-20T19:00:00Z
131872,467645,5.97,1991.664994,123.041082,4099.368732,370.12358000000006,3419.141612,163,28,29.87,10003.34,10,1,11,0,6,11,3,0,33,15,8,12,2,14,2,17,4,10,20,16,11,0,0,28,22,2,19,6,0,1,1,6,0,0,6,21,1,6,1,0,0,2,40,0,0,1,0,1,0,0,0,0,0,1,0,0,1,50,0,1,0,1,0,0,0,100,0,0,14,0,0,0,0,0,0,0,0,Tuva HANSEN,NOR,2023-07-20T19:00:00Z
131872,467653,5.75,2082.6992499999997,123.18944499999998,3230.399475,469.71514999999994,2955.660425,182,38,28.77,8862.55,10,1,2,0,6,13,0,0,15,9,6,2,0,5,0,8,1,2,18,6,11,0,0,17,8,0,8,2,0,0,0,3,0,0,6,10,0,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,1,0,92,0,0,12,0,0,0,0,0,0,0,0,Thea BJELDE,NOR,2023-07-20T19:00:00Z
131872,467657,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guro BERGSVAND,NOR,2023-07-20T19:00:00Z
131872,467658,7.21,1708.91454,131.19619500000002,2874.8786729999997,372.05895300000003,1640.961639,139,31,26.76,6728.01,16,1,11,0,18,7,3,0,5,1,0,1,0,4,7,17,12,3,16,4,17,0,0,14,1,0,24,1,0,0,0,1,0,0,4,17,0,1,0,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,3,0,0,0,1,0,56,0,0,0,0,0,0,0,0,1,1,0,Julie BLAKSTAD,NOR,2023-07-20T19:00:00Z
131872,467661,5.59,1892.7432979999999,293.136394,3384.6483319999998,315.61330599999997,3478.302132,162,39,31.52,9365.38,8,3,3,0,0,12,0,0,16,12,9,2,0,5,1,8,0,9,17,4,11,0,0,25,11,0,9,3,0,0,0,2,0,0,7,17,2,2,2,0,0,0,29,0,0,2,1,3,0,0,0,0,0,0,0,0,0,37,0,1,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,0,Mathilde HARVIKEN,NOR,2023-07-20T19:00:00Z
131872,467662,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sara HORTE,NOR,2023-07-20T19:00:00Z
131872,467664,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anna JOSENDAL,NOR,2023-07-20T19:00:00Z
131872,467666,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marit BRATBERG LUND,NOR,2023-07-20T19:00:00Z
131873,237727,2.6,253.08640000000003,0.0,1062.53392,0.0,2973.9796800000004,33,0,27.74,4289.6,1,0,13,0,0,4,0,0,8,7,4,0,0,2,27,16,0,43,4,1,1,3,10,28,4,0,43,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,33,0,0,0,1,1,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,99,0,0,0,0,3,0,0,0,0,0,0,Gaelle THALMANN,SUI,2023-07-21T17:00:00Z
131873,252708,6.58,1843.648672,216.324343,4319.964518,559.8343550000001,3930.7981119999995,181,52,30.46,10870.57,9,4,17,0,40,8,52,0,3,0,0,2,0,2,71,23,23,2,15,2,13,0,0,27,2,1,94,1,0,0,0,0,0,0,1,31,0,0,0,0,0,2,27,0,0,0,0,0,4,0,2,0,2,4,0,0,0,31,0,2,0,2,0,0,0,99,0,0,0,0,0,0,2,0,0,0,0,Ana Maria CRNOGORCEVIC,SUI,2023-07-21T17:00:00Z
131873,252724,5.74,1419.856704,35.918994,2453.056002,229.59984399999996,2904.508456,124,22,26.32,7042.94,32,1,43,2,53,33,12,0,18,4,3,10,3,16,38,57,13,30,44,11,33,0,0,26,16,3,95,14,2,3,3,3,0,0,3,15,3,3,3,0,2,3,47,1,0,1,0,1,1,0,0,0,1,3,0,0,2,52,1,1,0,1,0,1,0,74,1,1,0,1,0,1,1,0,0,0,1,Ramona BACHMANN,SUI,2023-07-21T17:00:00Z
131873,321265,7.07,2355.492897,19.559253,4079.50134,252.407503,2607.9004000000004,203,21,25.3,9313.93,23,0,15,1,19,18,0,0,13,5,4,4,0,11,35,13,3,29,23,7,23,0,0,24,8,1,48,6,0,0,1,2,0,0,5,11,1,2,2,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,1,0,79,0,0,0,0,0,0,0,0,1,0,0,Lia WAELTI,SUI,2023-07-21T17:00:00Z
131873,357337,6.61,2263.04383,139.86944,4460.523859999999,499.37761,3563.3925299999996,207,47,29.09,10927.3,18,2,17,0,11,36,17,0,37,14,10,15,2,22,7,34,10,13,45,18,20,0,0,60,27,5,41,17,0,1,1,5,0,0,4,11,0,5,2,0,0,5,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,1,0,0,0,0,0,99,0,0,9,0,0,0,0,0,0,0,0,Eseosa AIGBOGUN,SUI,2023-07-21T17:00:00Z
131873,357344,6.4,2282.933077,155.438241,4570.095766,375.378065,3190.1848510000004,194,32,26.99,10574.03,35,0,56,4,52,56,20,0,47,20,16,16,2,33,7,100,23,35,68,23,35,0,0,78,34,4,107,21,2,2,4,6,0,0,6,10,3,6,3,0,1,5,111,1,0,1,0,1,0,0,0,0,0,1,0,0,1,121,0,2,0,1,0,0,0,99,0,0,14,1,0,0,0,0,0,0,0,Noelle MARITZ,SUI,2023-07-21T17:00:00Z
131873,357779,7.28,3378.903965,40.89809,5581.386399999999,408.9809,2618.680645,236,32,25.72,12028.85,9,1,10,0,13,10,0,0,2,0,0,0,0,1,24,13,1,24,12,2,10,0,0,19,0,0,37,0,0,0,0,0,0,0,5,48,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,0,0,0,0,99,0,0,0,0,0,0,0,0,1,0,0,Jaclyn SAWICKI,PHI,2023-07-21T17:00:00Z
131873,386541,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fabienne HUMM,SUI,2023-07-21T17:00:00Z
131873,386553,7.04,463.92685,71.50042499999999,1060.47165,125.5387,638.3123750000001,45,13,26.68,2359.75,2,0,3,0,8,1,6,0,1,0,0,0,0,1,13,2,2,1,3,1,2,0,0,3,0,0,15,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,Sandrine MAURON,SUI,2023-07-21T17:00:00Z
131873,386557,5.91,1409.0407599999999,118.07059,4498.3919,174.66640999999998,3557.73034,129,16,27.68,9757.9,5,1,7,0,0,18,1,0,66,39,32,20,0,23,4,7,0,10,21,27,6,0,0,109,52,0,11,17,0,0,0,18,1,1,0,0,0,18,0,0,1,1,106,0,0,1,0,1,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,99,0,0,0,1,0,0,0,0,1,0,0,Julia STIERLI,SUI,2023-07-21T17:00:00Z
131873,392588,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Viola CALLIGARIS,SUI,2023-07-21T17:00:00Z
